รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาต่อหน่วยนับ,ปีงบประมาณ,รายการลำดับที่ id ในปีงบนั้น,รายการในแผน/นอกแผน,จำนวนยกยอดมา,มูลค่ายกยอดมา,จำนวนที่ต้องการใช้ในปี,มูลค่ารวมที่ต้องใช้ในปี,จำนวนที่ต้องซื้อเพิ่มในปี,มูลค่าที่ต้องซื้อเพิ่มในปี(บาท),หน่วยงานที่มีหน้าที่จัดซื้อ
P230-000448,วัสดุใช้ไป,กระดาษโรเนียว หนา 80 แกรม ขนาด F4 สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,รีม,130.00,2568,448,ในแผน,5.00,650.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000449,วัสดุใช้ไป,เทปกาว ชนิด 2 หน้า แบบบาง ขนาด 3/4 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30.00,2568,449,ในแผน,0.00,0.00,73.00,"2,190.00",73.00,"2,190.00",กลุ่มงานบริหารทั่วไป
P230-000450,วัสดุใช้ไป,กาว แบบติดแน่น (ตราช้าง) ขนาด 3 กรัม,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,25.00,2568,450,ในแผน,0.00,0.00,15.00,375.00,15.00,375.00,กลุ่มงานบริหารทั่วไป
P230-000451,วัสดุใช้ไป,กาว ชนิดแท่ง,วัสดุสำนักงาน,วัสดุสำนักงาน,แท่ง,65.00,2568,451,ในแผน,59.00,"3,835.00",33.00,"2,145.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000452,วัสดุใช้ไป,กาว ชนิดน้ำ แบบป้าย ขนาด 560 ซีซี,วัสดุสำนักงาน,วัสดุสำนักงาน,ขวด,30.00,2568,452,ในแผน,17.00,510.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000453,วัสดุใช้ไป,กาว ชนิดน้ำ แบบหัวโฟม ขนาด 50 ซีซี,วัสดุสำนักงาน,วัสดุสำนักงาน,แท่ง,20.00,2568,453,ในแผน,35.00,700.00,2.00,40.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000454,วัสดุใช้ไป,กาว ชนิดลาเท็กซ์ ขนาด 32 ออนซ์,วัสดุสำนักงาน,วัสดุสำนักงาน,ขวด,60.00,2568,454,ในแผน,0.00,0.00,2.00,120.00,2.00,120.00,กลุ่มงานบริหารทั่วไป
P230-000455,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #108 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,55.00,2568,455,ในแผน,117.00,"6,435.00",46.00,"2,530.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000456,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #109 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,40.00,2568,456,ในแผน,26.00,"1,040.00",76.00,"3,040.00",50.00,"2,000.00",กลุ่มงานบริหารทั่วไป
P230-000457,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #110 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,25.00,2568,457,ในแผน,42.00,"1,050.00",288.00,"7,200.00",246.00,"6,150.00",กลุ่มงานบริหารทั่วไป
P230-000458,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #111 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,20.00,2568,458,ในแผน,86.00,"1,720.00",21.00,420.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000459,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #112 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,20.00,2568,459,ในแผน,0.00,0.00,31.00,620.00,31.00,620.00,กลุ่มงานบริหารทั่วไป
P230-000460,วัสดุใช้ไป,เครื่องคิดเลข ชนิด 2 ระบบ แบบ 12 หลัก,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,850.00,2568,460,ในแผน,2.00,"1,700.00",13.00,"11,050.00",11.00,"9,350.00",กลุ่มงานบริหารทั่วไป
P230-000461,วัสดุใช้ไป,เครื่องเจาะกระดาษ แบบเจาะ 25 แผ่น,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,200.00,2568,461,ในแผน,2.00,400.00,9.00,"1,800.00",7.00,"1,400.00",กลุ่มงานบริหารทั่วไป
P230-000462,วัสดุใช้ไป,เครื่องเย็บกระดาษ ขนาด NO.10,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,85.00,2568,462,ในแผน,3.00,255.00,39.00,"3,315.00",36.00,"3,060.00",กลุ่มงานบริหารทั่วไป
P230-000463,วัสดุใช้ไป,เครื่องเย็บกระดาษ ขนาด NO.35,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,360.00,2568,463,ในแผน,3.00,"1,080.00",17.00,"6,120.00",14.00,"5,040.00",กลุ่มงานบริหารทั่วไป
P230-000464,วัสดุใช้ไป,เชือก ชนิดพลาสติก ขนาดใหญ่ ยาว 180 ม. สี่ขาว-แดง,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,65.00,2568,464,ในแผน,10.00,650.00,2.00,130.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000465,วัสดุใช้ไป,ซองขาว แบบมีครุฑ ขนาด #9/125,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,1.00,2568,465,ในแผน,"1,350.00","1,350.00",740.00,740.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000466,วัสดุใช้ไป,ซองน้ำตาล แบบมีครุฑ ขยายข้าง หนาพิเศษ ขนาด A4,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4.00,2568,466,ในแผน,600.00,"2,400.00",350.00,"1,400.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000467,วัสดุใช้ไป,ซองน้ำตาล แบบมีครุฑ ไม่ขยายข้าง หนาพิเศษ ขนาด A4,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4.00,2568,467,ในแผน,100.00,400.00,"2,380.00","9,520.00","2,280.00","9,120.00",กลุ่มงานบริหารทั่วไป
P230-000468,วัสดุใช้ไป,ซองน้ำตาล แบบมีครุฑ ขยายข้าง หนาพิเศษ ขนาด F4,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4.00,2568,468,ในแผน,"1,450.00","5,800.00",320.00,"1,280.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000469,วัสดุใช้ไป,ซองใส่บัตร ชนิดพลาสติก สำหรับบัตรคนต่างด้าว ขนาด 5.6x8.8 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4.00,2568,469,ในแผน,0.00,0.00,"1,650.00","6,600.00","1,650.00","6,600.00",กลุ่มงานบริหารทั่วไป
P230-000470,วัสดุใช้ไป,ตรายาง สำหรั้บปั๊มวันที่ภาษาไทย,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,60.00,2568,470,ในแผน,10.00,600.00,15.00,900.00,5.00,300.00,กลุ่มงานบริหารทั่วไป
P230-000471,วัสดุใช้ไป,ตรายาง สำหรั้บปั๊มวันที่เลขไทย,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,60.00,2568,471,ในแผน,16.00,960.00,6.00,360.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000472,วัสดุใช้ไป,ชั้นอเนกประสงค์ ชนิดลวดเคลือบพลาสติก แบบ 3 ชั้น,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,900.00,2568,472,ในแผน,0.00,0.00,4.00,"3,600.00",4.00,"3,600.00",กลุ่มงานบริหารทั่วไป
P230-000473,วัสดุใช้ไป,ทะเบียนคุมเงินงบประมาณ,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,180.00,2568,473,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000474,วัสดุใช้ไป,เทปกาว ชนิด OPP ขนาด 2 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,25.00,2568,474,ในแผน,59.00,"1,475.00",96.00,"2,400.00",37.00,925.00,กลุ่มงานบริหารทั่วไป
P230-000475,วัสดุใช้ไป,ยกเลิก เทปกาว ชนิด 2 หน้า,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,125.00,2568,475,ในแผน,0.00,0.00,6.00,750.00,6.00,750.00,กลุ่มงานบริหารทั่วไป
P230-000476,วัสดุใช้ไป,เทปใส แบบแกนเล็ก ขนาด 1 นิ้ว 36 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30.00,2568,476,ในแผน,42.00,"1,260.00",49.00,"1,470.00",7.00,210.00,กลุ่มงานบริหารทั่วไป
P230-000477,วัสดุใช้ไป,เทปใส แบบแกนใหญ่ ขนาด 1 นิ้ว 36 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30.00,2568,477,ในแผน,44.00,"1,320.00",145.00,"4,350.00",101.00,"3,030.00",กลุ่มงานบริหารทั่วไป
P230-000478,วัสดุใช้ไป,เทปใส แบบแกนใหญ่ ขนาด 2 นิ้ว 45 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,45.00,2568,478,ในแผน,45.00,"2,025.00",72.00,"3,240.00",27.00,"1,215.00",กลุ่มงานบริหารทั่วไป
P230-000479,วัสดุใช้ไป,เทปใส แบบแกนเล็ก ขนาด 3/4 นิ้ว 36 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30.00,2568,479,ในแผน,12.00,360.00,94.00,"2,820.00",82.00,"2,460.00",กลุ่มงานบริหารทั่วไป
P230-000480,วัสดุใช้ไป,"แท่นตัดกระดาษ ชนิดมือโยก แบบฐานไม้ ขนาด 13x15""",วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,"1,350.00",2568,480,ในแผน,0.00,0.00,4.00,"5,400.00",4.00,"5,400.00",กลุ่มงานบริหารทั่วไป
P230-000481,วัสดุใช้ไป,แท่นประทับ แบบฝาพลาสติก สีดำ #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35.00,2568,481,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000482,วัสดุใช้ไป,แท่นประทับ แบบฝาพลาสติก สีแดง #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35.00,2568,482,ในแผน,0.00,0.00,5.00,175.00,5.00,175.00,กลุ่มงานบริหารทั่วไป
P230-000483,วัสดุใช้ไป,แท่นประทับ แบบฝาพลาสติก สีน้ำเงิน #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35.00,2568,483,ในแผน,0.00,0.00,5.00,175.00,5.00,175.00,กลุ่มงานบริหารทั่วไป
P230-000484,วัสดุใช้ไป,แท่นประทับ แบบฝาโลหะ สีดำ #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35.00,2568,484,ในแผน,2.00,70.00,24.00,840.00,22.00,770.00,กลุ่มงานบริหารทั่วไป
P230-000485,วัสดุใช้ไป,แท่นประทับ แบบฝาโลหะ สีแดง #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35.00,2568,485,ในแผน,14.00,490.00,1.00,35.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
