id,หมวด,ประเภท,ประเภทย่อย,ชื่อสินค้า,จำนวนที่ต้องการใช้,หน่วยนับ,ราคาต่อหน่วย,คนที่ต้องการใช้(แผนก),จำนวนที่อนุมัติให้ใช้ได้ในปีงบนั้นๆ (โควต้า)
P230-000428,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษการ์ด หนา 120 แกรม ขนาด A4 สีเหลือง,29,ห่อ,110,กลุ่มงานบริหารทั่วไป,29
P230-000429,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษกาวย่น แบบม้วน ขนาดกว้าง 1 นิ้ว,5,ม้วน,35,กลุ่มงานบริหารทั่วไป,5
P230-000430,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษกาวย่น แบบม้วน ขนาดกว้าง 1 นิ้ว 24x25 หลา,754,ม้วน,45,กลุ่มงานบริหารทั่วไป,754
P230-000431,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษกาวย่น แบบม้วน ขนาดกว้าง 1.5 นิ้ว 36x20 หลา,713,ม้วน,25,กลุ่มงานบริหารทั่วไป,713
P230-000432,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษกาวย่น แบบม้วน ขนาดกว้าง 1/2 นิ้ว 36x20 หลา,13,ม้วน,20,กลุ่มงานบริหารทั่วไป,13
P230-000433,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษกาวย่น แบบม้วน ขนาดกว้าง 2 นิ้ว 20 หลา,86,ม้วน,30,กลุ่มงานบริหารทั่วไป,86
P230-000434,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษไข สำหรับเครื่องโรเนียว,10,ม้วน,"1,200.00",กลุ่มงานบริหารทั่วไป,10
P230-000435,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษคาร์บอน สีน้ำเงิน,14,กล่อง,150,กลุ่มงานบริหารทั่วไป,14
P230-000436,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษต่อเนื่อง แบบ 1 ชั้น ขนาด 15x11 นิ้ว,0,กล่อง,"2,000.00",กลุ่มงานบริหารทั่วไป,0
P230-000437,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษถ่ายเอกสาร ขนาด A4,"1,223.00",รีม,120,กลุ่มงานบริหารทั่วไป,"1,223.00"
P230-000438,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษเทอร์มอล สำหรับเครื่อง EDC ขนาด 57*40 มม.,240,ม้วน,90,กลุ่มงานบริหารทั่วไป,240
P230-000439,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษเทอร์มอล สำหรับเครื่องวัดความดัน ขนาด 57*55 มม.,214,ม้วน,50,กลุ่มงานบริหารทั่วไป,214
P230-000440,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษเทอร์มอล ขนาด 80*80 มม.,700,ม้วน,60,กลุ่มงานบริหารทั่วไป,700
P230-000441,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษบรุ๊ฟ ขนาด 31x43 นิ้ว สีขาว,0,แผ่น,4,กลุ่มงานบริหารทั่วไป,0
P230-000442,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษบวกเลข สำหรับเครื่องคิดเลข ขนาด 2 1/4 นิ้ว,0,ม้วน,10,กลุ่มงานบริหารทั่วไป,0
P230-000443,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษแบงค์ หนา 55 แกรม สำหรับรองปก ขนาด A4 สีเขียว,1,ห่อ,95,กลุ่มงานบริหารทั่วไป,1
P230-000444,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษแบงค์ หนา 55 แกรม สำหรับรองปก ขนาด A4 สีชมพู,0,ห่อ,95,กลุ่มงานบริหารทั่วไป,0
P230-000445,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษแบงค์ หนา 55 แกรม สำหรับรองปก ขนาด A4 สีฟ้า,0,ห่อ,95,กลุ่มงานบริหารทั่วไป,0
P230-000446,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษแบงค์ หนา 55 แกรม สำหรับรองปก ขนาด A4 สีเหลือง,1,ห่อ,95,กลุ่มงานบริหารทั่วไป,1
P230-000447,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษโรเนียว หนา 70 แกรม ขนาด A4 สีขาว,317,รีม,120,กลุ่มงานบริหารทั่วไป,317
P230-000448,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษโรเนียว หนา 80 แกรม ขนาด F4 สีขาว,0,รีม,130,กลุ่มงานบริหารทั่วไป,0
P230-000449,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,เทปกาว ชนิด 2 หน้า แบบบาง ขนาด 3/4 นิ้ว,73,ม้วน,30,กลุ่มงานบริหารทั่วไป,73
P230-000450,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กาว แบบติดแน่น (ตราช้าง) ขนาด 3 กรัม,15,อัน,25,กลุ่มงานบริหารทั่วไป,15
P230-000451,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กาว ชนิดแท่ง,33,แท่ง,65,กลุ่มงานบริหารทั่วไป,33
P230-000452,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กาว ชนิดน้ำ แบบป้าย ขนาด 560 ซีซี,0,ขวด,30,กลุ่มงานบริหารทั่วไป,0
P230-000453,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กาว ชนิดน้ำ แบบหัวโฟม ขนาด 50 ซีซี,2,แท่ง,20,กลุ่มงานบริหารทั่วไป,2
P230-000454,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กาว ชนิดลาเท็กซ์ ขนาด 32 ออนซ์,2,ขวด,60,กลุ่มงานบริหารทั่วไป,2
P230-000455,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,คลิปหนีบกระดาษ ขนาด #108 สีดำ,46,กล่อง,55,กลุ่มงานบริหารทั่วไป,46
P230-000456,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,คลิปหนีบกระดาษ ขนาด #109 สีดำ,76,กล่อง,40,กลุ่มงานบริหารทั่วไป,76
P230-000457,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,คลิปหนีบกระดาษ ขนาด #110 สีดำ,288,กล่อง,25,กลุ่มงานบริหารทั่วไป,288
P230-000458,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,คลิปหนีบกระดาษ ขนาด #111 สีดำ,21,กล่อง,20,กลุ่มงานบริหารทั่วไป,21
